id,variety
60241,Red Blend
60242,Syrah
60243,Pinot Noir
60244,Pinot Noir
60245,Pinot Noir
60246,Riesling
60247,Rosé
60248,Bordeaux-style Red Blend
60249,Cabernet Sauvignon
60250,Syrah
60251,Rosé
60252,Riesling
60253,Red Blend
60254,Riesling
60255,Syrah
60256,Merlot
60257,Pinot Noir
60258,Riesling
60259,Riesling
60260,Syrah
60261,Cabernet Sauvignon
60262,Riesling
60263,Bordeaux-style Red Blend
60264,Rosé
60265,Cabernet Sauvignon
60266,Cabernet Sauvignon
60267,Rosé
60268,Riesling
60269,Red Blend
60270,Riesling
60271,Bordeaux-style Red Blend
60272,Chardonnay
60273,Riesling
60274,Pinot Noir
60275,Chardonnay
60276,Cabernet Sauvignon
60277,Red Blend
60278,Cabernet Sauvignon
60279,Cabernet Sauvignon
60280,Sauvignon Blanc
60281,Merlot
60282,Chardonnay
60283,Syrah
60284,Merlot
60285,Merlot
60286,Rosé
60287,Sauvignon Blanc
60288,Bordeaux-style Red Blend
60289,Chardonnay
60290,Rosé
60291,Rosé
60292,Cabernet Sauvignon
60293,Syrah
60294,Pinot Noir
60295,Pinot Noir
60296,Cabernet Sauvignon
60297,Sauvignon Blanc
60298,Syrah
60299,Sauvignon Blanc
60300,Pinot Noir
60301,Rosé
60302,Chardonnay
60303,Bordeaux-style Red Blend
60304,Cabernet Sauvignon
60305,Sauvignon Blanc
60306,Pinot Noir
60307,Sauvignon Blanc
60308,Syrah
60309,Rosé
60310,Syrah
60311,Bordeaux-style Red Blend
60312,Riesling
60313,Pinot Noir
60314,Sauvignon Blanc
60315,Merlot
60316,Merlot
60317,Riesling
60318,Syrah
60319,Red Blend
60320,Rosé
60321,Bordeaux-style Red Blend
60322,Red Blend
60323,Riesling
60324,Sauvignon Blanc
60325,Syrah
60326,Cabernet Sauvignon
60327,Cabernet Sauvignon
60328,Bordeaux-style Red Blend
60329,Cabernet Sauvignon
60330,Cabernet Sauvignon
60331,Cabernet Sauvignon
60332,Pinot Noir
60333,Merlot
60334,Syrah
60335,Chardonnay
60336,Syrah
60337,Chardonnay
60338,Riesling
60339,Merlot
60340,Chardonnay
60341,Red Blend
60342,Bordeaux-style Red Blend
60343,Cabernet Sauvignon
60344,Rosé
60345,Cabernet Sauvignon
60346,Pinot Noir
60347,Pinot Noir
60348,Red Blend
60349,Syrah
60350,Rosé
60351,Riesling
60352,Merlot
60353,Chardonnay
60354,Riesling
60355,Pinot Noir
60356,Riesling
60357,Chardonnay
60358,Red Blend
60359,Bordeaux-style Red Blend
60360,Syrah
60361,Bordeaux-style Red Blend
60362,Pinot Noir
60363,Bordeaux-style Red Blend
60364,Bordeaux-style Red Blend
60365,Cabernet Sauvignon
60366,Chardonnay
60367,Rosé
60368,Merlot
60369,Red Blend
60370,Sauvignon Blanc
60371,Merlot
60372,Red Blend
60373,Merlot
60374,Chardonnay
60375,Bordeaux-style Red Blend
60376,Rosé
60377,Syrah
60378,Rosé
60379,Cabernet Sauvignon
60380,Rosé
60381,Bordeaux-style Red Blend
60382,Cabernet Sauvignon
60383,Merlot
60384,Chardonnay
60385,Riesling
60386,Riesling
60387,Merlot
60388,Cabernet Sauvignon
60389,Riesling
60390,Rosé
60391,Chardonnay
60392,Bordeaux-style Red Blend
60393,Merlot
60394,Sauvignon Blanc
60395,Syrah
60396,Sauvignon Blanc
60397,Red Blend
60398,Rosé
60399,Chardonnay
60400,Sauvignon Blanc
60401,Riesling
60402,Cabernet Sauvignon
60403,Sauvignon Blanc
60404,Red Blend
60405,Red Blend
60406,Bordeaux-style Red Blend
60407,Red Blend
60408,Cabernet Sauvignon
60409,Chardonnay
60410,Bordeaux-style Red Blend
60411,Merlot
60412,Bordeaux-style Red Blend
60413,Bordeaux-style Red Blend
60414,Sauvignon Blanc
60415,Red Blend
60416,Red Blend
60417,Cabernet Sauvignon
60418,Merlot
60419,Merlot
60420,Red Blend
60421,Rosé
60422,Cabernet Sauvignon
60423,Sauvignon Blanc
60424,Sauvignon Blanc
60425,Cabernet Sauvignon
60426,Sauvignon Blanc
60427,Rosé
60428,Cabernet Sauvignon
60429,Syrah
60430,Chardonnay
60431,Merlot
60432,Syrah
60433,Pinot Noir
60434,Chardonnay
60435,Rosé
60436,Riesling
60437,Merlot
60438,Riesling
60439,Chardonnay
60440,Syrah
60441,Syrah
60442,Sauvignon Blanc
60443,Riesling
60444,Bordeaux-style Red Blend
60445,Merlot
60446,Sauvignon Blanc
60447,Merlot
60448,Riesling
60449,Syrah
60450,Chardonnay
60451,Sauvignon Blanc
60452,Rosé
60453,Chardonnay
60454,Sauvignon Blanc
60455,Rosé
60456,Sauvignon Blanc
60457,Riesling
60458,Red Blend
60459,Cabernet Sauvignon
60460,Riesling
60461,Sauvignon Blanc
60462,Riesling
60463,Chardonnay
60464,Pinot Noir
60465,Pinot Noir
60466,Syrah
60467,Bordeaux-style Red Blend
60468,Sauvignon Blanc
60469,Bordeaux-style Red Blend
60470,Chardonnay
60471,Merlot
60472,Chardonnay
60473,Sauvignon Blanc
60474,Sauvignon Blanc
60475,Riesling
60476,Cabernet Sauvignon
60477,Merlot
60478,Chardonnay
60479,Red Blend
60480,Red Blend
60481,Red Blend
60482,Syrah
60483,Pinot Noir
60484,Syrah
60485,Chardonnay
60486,Rosé
60487,Rosé
60488,Bordeaux-style Red Blend
60489,Cabernet Sauvignon
60490,Pinot Noir
60491,Sauvignon Blanc
60492,Rosé
60493,Syrah
60494,Merlot
60495,Cabernet Sauvignon
60496,Riesling
60497,Riesling
60498,Chardonnay
60499,Cabernet Sauvignon
60500,Riesling
60501,Syrah
60502,Bordeaux-style Red Blend
60503,Cabernet Sauvignon
60504,Red Blend
60505,Syrah
60506,Cabernet Sauvignon
60507,Riesling
60508,Rosé
60509,Syrah
60510,Merlot
60511,Sauvignon Blanc
60512,Sauvignon Blanc
60513,Syrah
60514,Chardonnay
60515,Riesling
60516,Cabernet Sauvignon
60517,Merlot
60518,Merlot
60519,Red Blend
60520,Bordeaux-style Red Blend
60521,Merlot
60522,Riesling
60523,Bordeaux-style Red Blend
60524,Riesling
60525,Merlot
60526,Syrah
60527,Syrah
60528,Sauvignon Blanc
60529,Riesling
60530,Rosé
60531,Rosé
60532,Red Blend
60533,Sauvignon Blanc
60534,Rosé
60535,Rosé
60536,Cabernet Sauvignon
60537,Pinot Noir
60538,Cabernet Sauvignon
60539,Bordeaux-style Red Blend
60540,Chardonnay
60541,Syrah
60542,Red Blend
60543,Red Blend
60544,Chardonnay
60545,Pinot Noir
60546,Rosé
60547,Chardonnay
60548,Sauvignon Blanc
60549,Pinot Noir
60550,Syrah
60551,Riesling
60552,Sauvignon Blanc
60553,Bordeaux-style Red Blend
60554,Sauvignon Blanc
60555,Chardonnay
60556,Rosé
60557,Chardonnay
60558,Sauvignon Blanc
60559,Pinot Noir
60560,Bordeaux-style Red Blend
60561,Bordeaux-style Red Blend
60562,Chardonnay
60563,Chardonnay
60564,Chardonnay
60565,Merlot
60566,Cabernet Sauvignon
60567,Syrah
60568,Bordeaux-style Red Blend
60569,Riesling
60570,Bordeaux-style Red Blend
60571,Cabernet Sauvignon
60572,Pinot Noir
60573,Cabernet Sauvignon
60574,Riesling
60575,Bordeaux-style Red Blend
60576,Chardonnay
60577,Red Blend
60578,Merlot
60579,Pinot Noir
60580,Bordeaux-style Red Blend
60581,Bordeaux-style Red Blend
60582,Merlot
60583,Merlot
60584,Bordeaux-style Red Blend
60585,Syrah
60586,Pinot Noir
60587,Riesling
60588,Bordeaux-style Red Blend
60589,Riesling
60590,Bordeaux-style Red Blend
60591,Red Blend
60592,Bordeaux-style Red Blend
60593,Merlot
60594,Rosé
60595,Sauvignon Blanc
60596,Merlot
60597,Riesling
60598,Red Blend
60599,Merlot
60600,Sauvignon Blanc
60601,Red Blend
60602,Bordeaux-style Red Blend
60603,Merlot
60604,Rosé
60605,Merlot
60606,Riesling
60607,Rosé
60608,Syrah
60609,Cabernet Sauvignon
60610,Syrah
60611,Sauvignon Blanc
60612,Sauvignon Blanc
60613,Rosé
60614,Riesling
60615,Pinot Noir
60616,Red Blend
60617,Sauvignon Blanc
60618,Sauvignon Blanc
60619,Sauvignon Blanc
60620,Bordeaux-style Red Blend
60621,Cabernet Sauvignon
60622,Cabernet Sauvignon
60623,Chardonnay
60624,Rosé
60625,Pinot Noir
60626,Merlot
60627,Chardonnay
60628,Cabernet Sauvignon
60629,Red Blend
60630,Riesling
60631,Rosé
60632,Sauvignon Blanc
60633,Red Blend
60634,Pinot Noir
60635,Merlot
60636,Cabernet Sauvignon
60637,Cabernet Sauvignon
60638,Chardonnay
60639,Chardonnay
60640,Chardonnay
60641,Bordeaux-style Red Blend
60642,Riesling
60643,Rosé
60644,Syrah
60645,Chardonnay
60646,Cabernet Sauvignon
60647,Chardonnay
60648,Rosé
60649,Sauvignon Blanc
60650,Bordeaux-style Red Blend
60651,Merlot
60652,Merlot
60653,Merlot
60654,Merlot
60655,Sauvignon Blanc
60656,Merlot
60657,Riesling
60658,Pinot Noir
60659,Sauvignon Blanc
60660,Rosé
60661,Chardonnay
60662,Sauvignon Blanc
60663,Cabernet Sauvignon
60664,Red Blend
60665,Chardonnay
60666,Red Blend
60667,Sauvignon Blanc
60668,Syrah
60669,Bordeaux-style Red Blend
60670,Syrah
60671,Sauvignon Blanc
60672,Red Blend
60673,Pinot Noir
60674,Red Blend
60675,Pinot Noir
60676,Riesling
60677,Riesling
60678,Chardonnay
60679,Cabernet Sauvignon
60680,Red Blend
60681,Merlot
60682,Pinot Noir
60683,Chardonnay
60684,Merlot
60685,Syrah
60686,Chardonnay
60687,Cabernet Sauvignon
60688,Rosé
60689,Sauvignon Blanc
60690,Cabernet Sauvignon
60691,Riesling
60692,Merlot
60693,Sauvignon Blanc
60694,Cabernet Sauvignon
60695,Rosé
60696,Syrah
60697,Merlot
60698,Sauvignon Blanc
60699,Cabernet Sauvignon
60700,Merlot
60701,Sauvignon Blanc
60702,Bordeaux-style Red Blend
60703,Chardonnay
60704,Syrah
60705,Cabernet Sauvignon
60706,Riesling
60707,Merlot
60708,Chardonnay
60709,Sauvignon Blanc
60710,Syrah
60711,Red Blend
60712,Merlot
60713,Sauvignon Blanc
60714,Red Blend
60715,Merlot
60716,Pinot Noir
60717,Red Blend
60718,Cabernet Sauvignon
60719,Red Blend
60720,Cabernet Sauvignon
60721,Pinot Noir
60722,Merlot
60723,Pinot Noir
60724,Rosé
60725,Syrah
60726,Merlot
60727,Chardonnay
60728,Chardonnay
60729,Chardonnay
60730,Chardonnay
60731,Riesling
60732,Pinot Noir
60733,Chardonnay
60734,Cabernet Sauvignon
60735,Pinot Noir
60736,Bordeaux-style Red Blend
60737,Red Blend
60738,Bordeaux-style Red Blend
60739,Chardonnay
60740,Bordeaux-style Red Blend
60741,Pinot Noir
60742,Rosé
60743,Sauvignon Blanc
60744,Red Blend
60745,Merlot
60746,Riesling
60747,Rosé
60748,Cabernet Sauvignon
60749,Syrah
60750,Chardonnay
60751,Bordeaux-style Red Blend
60752,Chardonnay
60753,Sauvignon Blanc
60754,Red Blend
60755,Rosé
60756,Chardonnay
60757,Syrah
60758,Cabernet Sauvignon
60759,Bordeaux-style Red Blend
60760,Merlot
60761,Syrah
60762,Chardonnay
60763,Riesling
60764,Syrah
60765,Cabernet Sauvignon
60766,Pinot Noir
60767,Cabernet Sauvignon
60768,Syrah
60769,Red Blend
60770,Syrah
60771,Merlot
60772,Syrah
60773,Syrah
60774,Syrah
60775,Chardonnay
60776,Pinot Noir
60777,Bordeaux-style Red Blend
60778,Cabernet Sauvignon
60779,Sauvignon Blanc
60780,Sauvignon Blanc
60781,Riesling
60782,Cabernet Sauvignon
60783,Syrah
60784,Rosé
60785,Bordeaux-style Red Blend
60786,Pinot Noir
60787,Chardonnay
60788,Chardonnay
60789,Sauvignon Blanc
60790,Rosé
60791,Syrah
60792,Syrah
60793,Syrah
60794,Bordeaux-style Red Blend
60795,Cabernet Sauvignon
60796,Cabernet Sauvignon
60797,Bordeaux-style Red Blend
60798,Cabernet Sauvignon
60799,Pinot Noir
60800,Chardonnay
60801,Rosé
60802,Syrah
60803,Rosé
60804,Riesling
60805,Bordeaux-style Red Blend
60806,Sauvignon Blanc
60807,Red Blend
60808,Riesling
60809,Sauvignon Blanc
60810,Rosé
60811,Riesling
60812,Pinot Noir
60813,Chardonnay
60814,Sauvignon Blanc
60815,Sauvignon Blanc
60816,Red Blend
60817,Sauvignon Blanc
60818,Cabernet Sauvignon
60819,Bordeaux-style Red Blend
60820,Riesling
60821,Rosé
60822,Riesling
60823,Merlot
60824,Riesling
60825,Cabernet Sauvignon
60826,Sauvignon Blanc
60827,Cabernet Sauvignon
60828,Chardonnay
60829,Chardonnay
60830,Merlot
60831,Rosé
60832,Rosé
60833,Bordeaux-style Red Blend
60834,Riesling
60835,Sauvignon Blanc
60836,Syrah
60837,Cabernet Sauvignon
60838,Pinot Noir
60839,Riesling
60840,Cabernet Sauvignon
60841,Riesling
60842,Red Blend
60843,Rosé
60844,Bordeaux-style Red Blend
60845,Merlot
60846,Rosé
60847,Riesling
60848,Chardonnay
60849,Bordeaux-style Red Blend
60850,Cabernet Sauvignon
60851,Bordeaux-style Red Blend
60852,Pinot Noir
60853,Riesling
60854,Syrah
60855,Cabernet Sauvignon
60856,Red Blend
60857,Riesling
60858,Rosé
60859,Syrah
60860,Pinot Noir
60861,Merlot
60862,Sauvignon Blanc
60863,Merlot
60864,Bordeaux-style Red Blend
60865,Pinot Noir
60866,Syrah
60867,Riesling
60868,Riesling
60869,Syrah
60870,Red Blend
60871,Rosé
60872,Bordeaux-style Red Blend
60873,Sauvignon Blanc
60874,Cabernet Sauvignon
60875,Bordeaux-style Red Blend
60876,Pinot Noir
60877,Pinot Noir
60878,Riesling
60879,Pinot Noir
60880,Rosé
60881,Riesling
60882,Riesling
60883,Sauvignon Blanc
60884,Chardonnay
60885,Syrah
60886,Rosé
60887,Riesling
60888,Rosé
60889,Rosé
60890,Bordeaux-style Red Blend
60891,Cabernet Sauvignon
60892,Bordeaux-style Red Blend
60893,Red Blend
60894,Riesling
60895,Syrah
60896,Bordeaux-style Red Blend
60897,Riesling
60898,Riesling
60899,Bordeaux-style Red Blend
60900,Chardonnay
60901,Pinot Noir
60902,Pinot Noir
60903,Syrah
60904,Pinot Noir
60905,Bordeaux-style Red Blend
60906,Cabernet Sauvignon
60907,Pinot Noir
60908,Pinot Noir
60909,Cabernet Sauvignon
60910,Merlot
60911,Chardonnay
60912,Red Blend
60913,Rosé
60914,Chardonnay
60915,Syrah
60916,Cabernet Sauvignon
60917,Riesling
60918,Red Blend
60919,Bordeaux-style Red Blend
60920,Chardonnay
60921,Riesling
60922,Syrah
60923,Sauvignon Blanc
60924,Red Blend
60925,Red Blend
60926,Red Blend
60927,Pinot Noir
60928,Syrah
60929,Bordeaux-style Red Blend
60930,Pinot Noir
60931,Pinot Noir
60932,Cabernet Sauvignon
60933,Syrah
60934,Red Blend
60935,Cabernet Sauvignon
60936,Sauvignon Blanc
60937,Bordeaux-style Red Blend
60938,Red Blend
60939,Red Blend
60940,Chardonnay
60941,Cabernet Sauvignon
60942,Pinot Noir
60943,Bordeaux-style Red Blend
60944,Bordeaux-style Red Blend
60945,Riesling
60946,Red Blend
60947,Riesling
60948,Red Blend
60949,Red Blend
60950,Rosé
60951,Pinot Noir
60952,Chardonnay
60953,Chardonnay
60954,Red Blend
60955,Riesling
60956,Chardonnay
60957,Merlot
60958,Cabernet Sauvignon
60959,Chardonnay
60960,Sauvignon Blanc
60961,Bordeaux-style Red Blend
60962,Sauvignon Blanc
60963,Sauvignon Blanc
60964,Merlot
60965,Pinot Noir
60966,Red Blend
60967,Red Blend
60968,Merlot
60969,Riesling
60970,Chardonnay
60971,Riesling
60972,Chardonnay
60973,Syrah
60974,Chardonnay
60975,Rosé
60976,Rosé
60977,Chardonnay
60978,Bordeaux-style Red Blend
60979,Rosé
60980,Syrah
60981,Bordeaux-style Red Blend
60982,Chardonnay
60983,Rosé
60984,Red Blend
60985,Rosé
60986,Syrah
60987,Merlot
60988,Sauvignon Blanc
60989,Red Blend
60990,Bordeaux-style Red Blend
60991,Rosé
60992,Riesling
60993,Cabernet Sauvignon
60994,Riesling
60995,Chardonnay
60996,Pinot Noir
60997,Riesling
60998,Merlot
60999,Pinot Noir
61000,Merlot
61001,Syrah
61002,Chardonnay
61003,Sauvignon Blanc
61004,Syrah
61005,Sauvignon Blanc
61006,Syrah
61007,Riesling
61008,Bordeaux-style Red Blend
61009,Syrah
61010,Cabernet Sauvignon
61011,Sauvignon Blanc
61012,Sauvignon Blanc
61013,Pinot Noir
61014,Cabernet Sauvignon
61015,Chardonnay
61016,Riesling
61017,Bordeaux-style Red Blend
61018,Syrah
61019,Sauvignon Blanc
61020,Chardonnay
61021,Bordeaux-style Red Blend
61022,Pinot Noir
61023,Syrah
61024,Merlot
61025,Cabernet Sauvignon
61026,Sauvignon Blanc
61027,Pinot Noir
61028,Chardonnay
61029,Chardonnay
61030,Red Blend
61031,Cabernet Sauvignon
61032,Merlot
61033,Chardonnay
61034,Merlot
61035,Rosé
61036,Red Blend
61037,Merlot
61038,Pinot Noir
61039,Merlot
61040,Cabernet Sauvignon
61041,Bordeaux-style Red Blend
61042,Riesling
61043,Chardonnay
61044,Cabernet Sauvignon
61045,Cabernet Sauvignon
61046,Sauvignon Blanc
61047,Riesling
61048,Pinot Noir
61049,Red Blend
61050,Riesling
61051,Syrah
61052,Pinot Noir
61053,Chardonnay
61054,Riesling
61055,Red Blend
61056,Riesling
61057,Pinot Noir
61058,Red Blend
61059,Rosé
61060,Merlot
61061,Syrah
61062,Chardonnay
61063,Cabernet Sauvignon
61064,Cabernet Sauvignon
61065,Bordeaux-style Red Blend
61066,Cabernet Sauvignon
61067,Merlot
61068,Merlot
61069,Merlot
61070,Riesling
61071,Cabernet Sauvignon
61072,Pinot Noir
61073,Merlot
61074,Cabernet Sauvignon
61075,Cabernet Sauvignon
61076,Sauvignon Blanc
61077,Bordeaux-style Red Blend
61078,Pinot Noir
61079,Red Blend
61080,Cabernet Sauvignon
61081,Merlot
61082,Sauvignon Blanc
61083,Cabernet Sauvignon
61084,Merlot
61085,Bordeaux-style Red Blend
61086,Rosé
61087,Bordeaux-style Red Blend
61088,Riesling
61089,Rosé
61090,Bordeaux-style Red Blend
61091,Merlot
61092,Merlot
61093,Cabernet Sauvignon
61094,Merlot
61095,Chardonnay
61096,Pinot Noir
61097,Rosé
61098,Rosé
61099,Cabernet Sauvignon
61100,Merlot
61101,Sauvignon Blanc
61102,Cabernet Sauvignon
61103,Cabernet Sauvignon
61104,Rosé
61105,Rosé
61106,Sauvignon Blanc
61107,Cabernet Sauvignon
61108,Bordeaux-style Red Blend
61109,Chardonnay
61110,Pinot Noir
61111,Sauvignon Blanc
61112,Pinot Noir
61113,Red Blend
61114,Sauvignon Blanc
61115,Syrah
61116,Syrah
61117,Merlot
61118,Cabernet Sauvignon
61119,Syrah
61120,Riesling
61121,Rosé
61122,Red Blend
61123,Rosé
61124,Pinot Noir
61125,Red Blend
61126,Merlot
61127,Merlot
61128,Red Blend
61129,Red Blend
61130,Bordeaux-style Red Blend
61131,Riesling
61132,Cabernet Sauvignon
61133,Syrah
61134,Bordeaux-style Red Blend
61135,Syrah
61136,Riesling
61137,Riesling
61138,Riesling
61139,Riesling
61140,Pinot Noir
61141,Cabernet Sauvignon
61142,Red Blend
61143,Merlot
61144,Syrah
61145,Riesling
61146,Sauvignon Blanc
61147,Syrah
61148,Riesling
61149,Pinot Noir
61150,Merlot
61151,Red Blend
61152,Merlot
61153,Cabernet Sauvignon
61154,Red Blend
61155,Cabernet Sauvignon
61156,Sauvignon Blanc
61157,Bordeaux-style Red Blend
61158,Riesling
61159,Syrah
61160,Pinot Noir
61161,Cabernet Sauvignon
61162,Red Blend
61163,Red Blend
61164,Syrah
61165,Chardonnay
61166,Merlot
61167,Red Blend
61168,Chardonnay
61169,Merlot
61170,Rosé
61171,Rosé
61172,Syrah
61173,Red Blend
61174,Cabernet Sauvignon
61175,Rosé
61176,Syrah
61177,Syrah
61178,Syrah
61179,Rosé
61180,Rosé
61181,Red Blend
61182,Syrah
61183,Rosé
61184,Bordeaux-style Red Blend
61185,Merlot
61186,Bordeaux-style Red Blend
61187,Red Blend
61188,Riesling
61189,Sauvignon Blanc
61190,Chardonnay
61191,Red Blend
61192,Cabernet Sauvignon
61193,Chardonnay
61194,Merlot
61195,Rosé
61196,Bordeaux-style Red Blend
61197,Red Blend
61198,Syrah
61199,Cabernet Sauvignon
61200,Merlot
61201,Sauvignon Blanc
61202,Rosé
61203,Chardonnay
61204,Pinot Noir
61205,Chardonnay
61206,Pinot Noir
61207,Rosé
61208,Merlot
61209,Rosé
61210,Bordeaux-style Red Blend
61211,Bordeaux-style Red Blend
61212,Red Blend
61213,Bordeaux-style Red Blend
61214,Bordeaux-style Red Blend
61215,Bordeaux-style Red Blend
61216,Syrah
61217,Chardonnay
61218,Cabernet Sauvignon
61219,Chardonnay
61220,Bordeaux-style Red Blend
61221,Red Blend
61222,Merlot
61223,Cabernet Sauvignon
61224,Red Blend
61225,Cabernet Sauvignon
61226,Riesling
61227,Rosé
61228,Riesling
61229,Cabernet Sauvignon
61230,Syrah
61231,Syrah
61232,Rosé
61233,Pinot Noir
61234,Merlot
61235,Syrah
61236,Red Blend
61237,Cabernet Sauvignon
61238,Pinot Noir
61239,Red Blend
61240,Rosé
61241,Sauvignon Blanc
61242,Red Blend
61243,Cabernet Sauvignon
61244,Rosé
61245,Chardonnay
61246,Merlot
61247,Cabernet Sauvignon
61248,Syrah
61249,Sauvignon Blanc
61250,Riesling
61251,Rosé
61252,Bordeaux-style Red Blend
61253,Merlot
61254,Sauvignon Blanc
61255,Red Blend
61256,Bordeaux-style Red Blend
61257,Sauvignon Blanc
61258,Pinot Noir
61259,Sauvignon Blanc
61260,Syrah
61261,Syrah
61262,Pinot Noir
61263,Chardonnay
61264,Chardonnay
61265,Sauvignon Blanc
61266,Bordeaux-style Red Blend
61267,Riesling
61268,Pinot Noir
61269,Merlot
61270,Riesling
61271,Cabernet Sauvignon
61272,Riesling
61273,Cabernet Sauvignon
61274,Syrah
61275,Rosé
61276,Riesling
61277,Syrah
61278,Red Blend
61279,Riesling
61280,Red Blend
61281,Riesling
61282,Pinot Noir
61283,Bordeaux-style Red Blend
61284,Red Blend
61285,Merlot
61286,Red Blend
61287,Sauvignon Blanc
61288,Rosé
61289,Rosé
61290,Sauvignon Blanc
61291,Cabernet Sauvignon
61292,Cabernet Sauvignon
61293,Sauvignon Blanc
61294,Sauvignon Blanc
61295,Sauvignon Blanc
61296,Riesling
61297,Sauvignon Blanc
61298,Pinot Noir
61299,Cabernet Sauvignon
61300,Cabernet Sauvignon
61301,Rosé
61302,Riesling
61303,Bordeaux-style Red Blend
61304,Riesling
61305,Sauvignon Blanc
61306,Bordeaux-style Red Blend
61307,Chardonnay
61308,Riesling
61309,Cabernet Sauvignon
61310,Bordeaux-style Red Blend
61311,Riesling
61312,Syrah
61313,Pinot Noir
61314,Cabernet Sauvignon
61315,Pinot Noir
61316,Red Blend
61317,Merlot
61318,Pinot Noir
61319,Red Blend
61320,Bordeaux-style Red Blend
61321,Merlot
61322,Cabernet Sauvignon
61323,Chardonnay
61324,Rosé
61325,Riesling
61326,Red Blend
61327,Bordeaux-style Red Blend
61328,Sauvignon Blanc
61329,Sauvignon Blanc
61330,Merlot
61331,Riesling
61332,Riesling
61333,Riesling
61334,Bordeaux-style Red Blend
61335,Rosé
61336,Sauvignon Blanc
61337,Syrah
61338,Merlot
61339,Rosé
61340,Bordeaux-style Red Blend
61341,Chardonnay
61342,Chardonnay
61343,Bordeaux-style Red Blend
61344,Pinot Noir
61345,Bordeaux-style Red Blend
61346,Syrah
61347,Cabernet Sauvignon
61348,Bordeaux-style Red Blend
61349,Riesling
61350,Merlot
61351,Riesling
61352,Pinot Noir
61353,Rosé
61354,Cabernet Sauvignon
61355,Merlot
61356,Bordeaux-style Red Blend
61357,Bordeaux-style Red Blend
61358,Bordeaux-style Red Blend
61359,Cabernet Sauvignon
61360,Chardonnay
61361,Rosé
61362,Cabernet Sauvignon
61363,Bordeaux-style Red Blend
61364,Rosé
61365,Chardonnay
61366,Syrah
61367,Chardonnay
61368,Syrah
61369,Syrah
61370,Syrah
61371,Red Blend
61372,Merlot
61373,Red Blend
61374,Red Blend
61375,Merlot
61376,Syrah
61377,Riesling
61378,Pinot Noir
61379,Pinot Noir
61380,Sauvignon Blanc
61381,Syrah
61382,Rosé
61383,Merlot
61384,Riesling
61385,Merlot
61386,Pinot Noir
61387,Syrah
61388,Merlot
61389,Red Blend
61390,Sauvignon Blanc
61391,Cabernet Sauvignon
61392,Red Blend
61393,Rosé
61394,Rosé
61395,Bordeaux-style Red Blend
61396,Rosé
61397,Sauvignon Blanc
61398,Cabernet Sauvignon
61399,Bordeaux-style Red Blend
61400,Syrah
61401,Merlot
61402,Pinot Noir
61403,Rosé
61404,Red Blend
61405,Riesling
61406,Red Blend
61407,Sauvignon Blanc
61408,Cabernet Sauvignon
61409,Rosé
61410,Sauvignon Blanc
61411,Sauvignon Blanc
61412,Sauvignon Blanc
61413,Chardonnay
61414,Bordeaux-style Red Blend
61415,Riesling
61416,Red Blend
61417,Merlot
61418,Cabernet Sauvignon
61419,Pinot Noir
61420,Bordeaux-style Red Blend
61421,Cabernet Sauvignon
61422,Riesling
61423,Merlot
61424,Pinot Noir
61425,Syrah
61426,Bordeaux-style Red Blend
61427,Chardonnay
61428,Riesling
61429,Riesling
61430,Chardonnay
61431,Riesling
61432,Riesling
61433,Pinot Noir
61434,Merlot
61435,Merlot
61436,Rosé
61437,Red Blend
61438,Merlot
61439,Syrah
61440,Pinot Noir
61441,Sauvignon Blanc
61442,Riesling
61443,Red Blend
61444,Bordeaux-style Red Blend
61445,Bordeaux-style Red Blend
61446,Pinot Noir
61447,Cabernet Sauvignon
61448,Chardonnay
61449,Chardonnay
61450,Cabernet Sauvignon
61451,Red Blend
61452,Sauvignon Blanc
61453,Riesling
61454,Pinot Noir
61455,Red Blend
61456,Merlot
61457,Red Blend
61458,Red Blend
61459,Merlot
61460,Syrah
61461,Chardonnay
61462,Merlot
61463,Red Blend
61464,Cabernet Sauvignon
61465,Bordeaux-style Red Blend
61466,Riesling
61467,Cabernet Sauvignon
61468,Bordeaux-style Red Blend
61469,Pinot Noir
61470,Chardonnay
61471,Merlot
61472,Riesling
61473,Chardonnay
61474,Pinot Noir
61475,Sauvignon Blanc
61476,Syrah
61477,Chardonnay
61478,Rosé
61479,Pinot Noir
61480,Syrah
61481,Merlot
61482,Chardonnay
61483,Chardonnay
61484,Syrah
61485,Merlot
61486,Merlot
61487,Merlot
61488,Riesling
61489,Bordeaux-style Red Blend
61490,Syrah
61491,Sauvignon Blanc
61492,Merlot
61493,Cabernet Sauvignon
61494,Red Blend
61495,Syrah
61496,Bordeaux-style Red Blend
61497,Red Blend
61498,Riesling
61499,Rosé
61500,Merlot
61501,Pinot Noir
61502,Cabernet Sauvignon
61503,Chardonnay
61504,Pinot Noir
61505,Bordeaux-style Red Blend
61506,Chardonnay
61507,Syrah
61508,Chardonnay
61509,Rosé
61510,Sauvignon Blanc
61511,Red Blend
61512,Cabernet Sauvignon
61513,Chardonnay
61514,Pinot Noir
61515,Riesling
61516,Riesling
61517,Riesling
61518,Riesling
61519,Syrah
61520,Merlot
61521,Merlot
61522,Pinot Noir
61523,Sauvignon Blanc
61524,Riesling
61525,Bordeaux-style Red Blend
61526,Syrah
61527,Syrah
61528,Riesling
61529,Pinot Noir
61530,Sauvignon Blanc
61531,Riesling
61532,Sauvignon Blanc
61533,Rosé
